account,total_volume,total_pnl,total_trades,profitable_trades,unprofitable_trades,avg_profit_per_trade,avg_loss_per_trade,total_positive_pnl,total_negative_pnl,days_since_first_trade,days_since_last_trade,daily_mean_ROI,daily_ROI_std,MDD,close_trades_in_lastfew_months,max_volume,daily_SUM_ROI,neg_returns,exchange,mean_open_trades,median_open_trades,mode_open_trades,std_negative_returns,optimum_profit_percentage,optimum_stop_loss_percentage,ROI_Profit_Percent,trade_type,win_rate,profit_factor,sharpe_ratio,sortino_ratio,Ranking_Score
0xbf9a02b36b14da0d501bf029f0c3d961ae8609bc,6148455.791,43627.54229,32,18,14,18357.50402,-20486.25215,330435.0724,-286807.5302,767,484,3.105845622,15.10825654,0,0,1034573.2,99.3870599,-86.9723397,GMXV1,1,1,1,4.380822351,0.344343302,-4.829591581,0.709569098,SELL,0.5625,1.152113824,3.924863767,13.5138916,0.136150362
0xe2165a834f93c39483123ac31533780b9c679ed4,1885562.865,9254.116559,41,22,19,528.7185352,-125.141643,11631.80777,-2377.691216,582,512,0.582589837,1.846413296,276.371086,0,380362.4964,23.88618332,-13.26432667,GMXV1,1,1,1,0.818638986,0.182008181,-0.382437354,0.490788015,SELL,0.536585366,4.890423648,5.995627825,13.4321018,0.136092967
0xf06262c6ed502918992810dd8b4112885392eaf0,1366883.807,10383.05973,78,59,19,329.7152303,-477.3757291,19453.19859,-9070.138852,773,275,1.488347053,2.429937477,0,0,49975.02721,116.0910701,-31.86673921,GMXV1,1.333333333,1,1,1.157823743,1.860108491,0,0.759615388,SELL,0.756410256,2.144625819,11.65391769,24.34856345,0.136006707
0xe30c11213f923706fe5abb1d47e58d2074dd8b92,4264675.946,7292.130456,106,62,44,258.2750915,-198.2028459,16013.05568,-8720.925219,736,459,0.163216514,0.909986061,0,0,95422.37991,17.30095053,-23.83004817,GMXV1,1.977272727,1,1,0.501040614,0.068170676,-0.182314956,0.170989087,SELL,0.58490566,1.836068904,3.389450406,6.101759913,0.135875759
0x09382e9bbdf4a47d48d83d56857704cf6fab1f82,3992949.476,7415.71461,128,80,48,469.4338778,-627.8957419,37554.71022,-30138.99561,703,416,0.620440628,2.30407495,0,0,179161.4454,79.41640039,-64.24414844,GMXV1,1,1,1,1.051876108,0.493039812,-0.357387384,0.185720221,SELL,0.625,1.246042325,5.122349884,11.16279147,0.135871141
0x479c9f2deb9dcf590cde013046c8a86706e74033,1215022.082,9887.837121,173,133,40,100.4521755,-86.80755565,13360.13935,-3472.302226,914,260,0.302277224,2.707721784,0,0,125369.2614,52.29395968,-115.3370381,GMXV1,2,2,1,2.105579788,0.666883539,0,0.813798965,SELL,0.768786127,3.846811616,2.124940928,2.729747317,0.135857039
0xa1252c149fe7a3ce2a85ec3777b825d1f163b9ce,17663334.09,6375.952537,86,60,26,1280.831484,-2710.53602,76849.88905,-70473.93652,359,338,0.495821725,1.262536408,103.2871972,0,985366.8624,42.64066832,-23.72413418,GMXV1,4.333333333,2,1,0.48210109,0.380221138,-0.400683365,0.036097107,SELL,0.697674419,1.090471207,7.443921206,19.24942038,0.135804354
0xccd724b9af92a3a389150334556330efd3f59487,690979.2177,22455.85948,130,115,15,254.6002403,-454.8778771,29279.02764,-6823.168156,619,125,2.369223864,4.240628397,0,4,57771.77942,307.9991023,-58.87007433,GMXV1,2.75,2.5,1,1.479534621,2.012012515,0,3.249860329,SELL,0.884615385,4.29063689,10.64876864,30.38798677,0.135704625
0xcf7232c8f5b8939b08c6715dbaa2490493d40e6b,8877436.292,14558.40504,51,31,20,1408.683005,-1455.538406,43669.17316,-29110.76813,574,432,0.185112303,1.598572883,0,0,998238.5928,9.440727443,-22.24447943,GMXV1,2,2,2,0.903082837,0.286840283,-0.35471007,0.163993349,SELL,0.607843137,1.500086596,2.198573416,3.873214385,0.135647792
0xff96f3be084178f1e2b27dbaa8f849326b6f6c4e,12789455.05,147546.9168,47,31,16,5850.730236,-2114.107532,181372.6373,-33825.72052,422,372,0.674346424,1.415576528,0,0,1689728.293,31.69428195,-13.4135071,GMXV1,1,1,1,0.503071134,0.658994302,-0.31267675,1.153660701,SELL,0.659574468,5.361845149,9.037305326,25.11030049,0.135577706
0x6a01af210dce01f44b5067fc688641384a8bce5b,36032267.5,86088.93792,125,80,45,2140.08575,-1891.50938,171206.86,-85117.92208,702,396,0.165608867,1.319353987,0,0,3195849.413,20.7011084,-31.95934047,GMXV1,1,1,1,0.60073833,0.153500562,-0.214507031,0.238921788,SELL,0.64,2.011396007,2.38006806,5.180537736,0.135559186
0x63a15ea4654dae0e88499ab0c8215104e5ff7b5e,8536598.09,55085.0462,40,24,16,3522.625011,-1841.122129,84543.00027,-29457.95407,516,432,0.201716686,1.960407848,0,0,744742.02,8.068667441,-18.84259352,GMXV1,1.545454545,1,1,1.428339421,0.271825306,-0.462349703,0.645281008,SELL,0.6,2.869891445,1.955834615,2.679334112,0.135027339
0xe9191dc0376a01b13751df0ff0cef710bcdf506e,2471157.951,21771.39901,36,24,12,1934.368734,-2054.454216,46424.84961,-24653.4506,576,360,1.703755695,3.759198627,0,0,336496.0542,61.33520501,-28.93895804,GMXV1,2,2,3,1.873536483,2.251653665,-0.570832637,0.881020131,SELL,0.666666667,1.883061617,8.635842805,17.28143157,0.135017869
